domain,file,true,prediction,C_horizons,Impr_C_horizons
maintenance,p348,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p262,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
maintenance,p261,1,1,"[1, 6, 8, 11, 15, 21, 29, 41, 58, 81, 114, 161, 227]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p273,3,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p354,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p364,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p350,3,5,"[5, 10, 12, 15, 19, 25, 33, 45, 62, 85, 118, 165, 231]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p373,3,5,"[5, 10, 12, 15, 19, 25, 33, 45, 62, 85, 118, 165, 231]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p363,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p381,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p268,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p295,3,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p349,3,5,"[5, 10, 12, 15, 19, 25, 33, 45, 62, 85, 118, 165, 231]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p267,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p365,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p360,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p361,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p281,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p137,4,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p377,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p151,4,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p369,3,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p134,4,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p275,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p269,3,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p362,3,5,"[5, 10, 12, 15, 19, 25, 33, 45, 62, 85, 118, 165, 231]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p264,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p376,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p375,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p370,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p293,3,3,"[3, 8, 10, 13, 17, 23, 31, 43, 60, 83, 116, 163, 229]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p140,4,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p152,4,2,"[2, 7, 9, 12, 16, 22, 30, 42, 59, 82, 115, 162, 228]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p371,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
childsnack,p372,3,4,"[4, 9, 11, 14, 18, 24, 32, 44, 61, 84, 117, 164, 230]","[5, 7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
transport,p332,31,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p268,35,27,"[27, 32, 34, 37, 41, 47, 55, 67, 84, 107, 140, 187, 253]","[28, 40, 57, 80, 113, 160, 226]"
transport,p329,27,23,"[23, 28, 30, 33, 37, 43, 51, 63, 80, 103, 136, 183, 249]","[28, 40, 57, 80, 113, 160, 226]"
transport,p302,28,31,"[31, 36, 38, 41, 45, 51, 59, 71, 88, 111, 144, 191, 257]","[40, 57, 80, 113, 160, 226]"
transport,p234,25,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p251,24,22,"[22, 27, 29, 32, 36, 42, 50, 62, 79, 102, 135, 182, 248]","[28, 40, 57, 80, 113, 160, 226]"
transport,p314,26,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p333,29,27,"[27, 32, 34, 37, 41, 47, 55, 67, 84, 107, 140, 187, 253]","[28, 40, 57, 80, 113, 160, 226]"
transport,p280,21,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p282,20,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p221,30,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p330,27,26,"[26, 31, 33, 36, 40, 46, 54, 66, 83, 106, 139, 186, 252]","[28, 40, 57, 80, 113, 160, 226]"
transport,p250,25,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p287,33,27,"[27, 32, 34, 37, 41, 47, 55, 67, 84, 107, 140, 187, 253]","[28, 40, 57, 80, 113, 160, 226]"
transport,p299,24,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p312,29,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p319,28,29,"[29, 34, 36, 39, 43, 49, 57, 69, 86, 109, 142, 189, 255]","[40, 57, 80, 113, 160, 226]"
transport,p313,24,26,"[26, 31, 33, 36, 40, 46, 54, 66, 83, 106, 139, 186, 252]","[28, 40, 57, 80, 113, 160, 226]"
transport,p326,25,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p190,32,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p236,28,26,"[26, 31, 33, 36, 40, 46, 54, 66, 83, 106, 139, 186, 252]","[28, 40, 57, 80, 113, 160, 226]"
transport,p191,19,23,"[23, 28, 30, 33, 37, 43, 51, 63, 80, 103, 136, 183, 249]","[28, 40, 57, 80, 113, 160, 226]"
transport,p281,31,23,"[23, 28, 30, 33, 37, 43, 51, 63, 80, 103, 136, 183, 249]","[28, 40, 57, 80, 113, 160, 226]"
transport,p283,31,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p266,30,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p316,26,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p220,26,23,"[23, 28, 30, 33, 37, 43, 51, 63, 80, 103, 136, 183, 249]","[28, 40, 57, 80, 113, 160, 226]"
transport,p296,21,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p252,33,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p317,24,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p253,23,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p315,26,27,"[27, 32, 34, 37, 41, 47, 55, 67, 84, 107, 140, 187, 253]","[28, 40, 57, 80, 113, 160, 226]"
transport,p207,20,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p286,25,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p235,22,23,"[23, 28, 30, 33, 37, 43, 51, 63, 80, 103, 136, 183, 249]","[28, 40, 57, 80, 113, 160, 226]"
transport,p301,31,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p270,35,29,"[29, 34, 36, 39, 43, 49, 57, 69, 86, 109, 142, 189, 255]","[40, 57, 80, 113, 160, 226]"
transport,p255,25,27,"[27, 32, 34, 37, 41, 47, 55, 67, 84, 107, 140, 187, 253]","[28, 40, 57, 80, 113, 160, 226]"
transport,p271,24,29,"[29, 34, 36, 39, 43, 49, 57, 69, 86, 109, 142, 189, 255]","[40, 57, 80, 113, 160, 226]"
transport,p285,33,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p335,27,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p267,25,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p238,24,29,"[29, 34, 36, 39, 43, 49, 57, 69, 86, 109, 142, 189, 255]","[40, 57, 80, 113, 160, 226]"
transport,p284,25,26,"[26, 31, 33, 36, 40, 46, 54, 66, 83, 106, 139, 186, 252]","[28, 40, 57, 80, 113, 160, 226]"
transport,p303,33,29,"[29, 34, 36, 39, 43, 49, 57, 69, 86, 109, 142, 189, 255]","[40, 57, 80, 113, 160, 226]"
transport,p328,28,26,"[26, 31, 33, 36, 40, 46, 54, 66, 83, 106, 139, 186, 252]","[28, 40, 57, 80, 113, 160, 226]"
transport,p237,30,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p223,29,27,"[27, 32, 34, 37, 41, 47, 55, 67, 84, 107, 140, 187, 253]","[28, 40, 57, 80, 113, 160, 226]"
transport,p222,24,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p327,29,22,"[22, 27, 29, 32, 36, 42, 50, 62, 79, 102, 135, 182, 248]","[28, 40, 57, 80, 113, 160, 226]"
transport,p297,28,24,"[24, 29, 31, 34, 38, 44, 52, 64, 81, 104, 137, 184, 250]","[28, 40, 57, 80, 113, 160, 226]"
transport,p206,21,23,"[23, 28, 30, 33, 37, 43, 51, 63, 80, 103, 136, 183, 249]","[28, 40, 57, 80, 113, 160, 226]"
transport,p300,30,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p269,27,26,"[26, 31, 33, 36, 40, 46, 54, 66, 83, 106, 139, 186, 252]","[28, 40, 57, 80, 113, 160, 226]"
transport,p331,26,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p239,28,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p254,25,28,"[28, 33, 35, 38, 42, 48, 56, 68, 85, 108, 141, 188, 254]","[28, 40, 57, 80, 113, 160, 226]"
transport,p334,28,31,"[31, 36, 38, 41, 45, 51, 59, 71, 88, 111, 144, 191, 257]","[40, 57, 80, 113, 160, 226]"
transport,p298,28,25,"[25, 30, 32, 35, 39, 45, 53, 65, 82, 105, 138, 185, 251]","[28, 40, 57, 80, 113, 160, 226]"
transport,p318,25,30,"[30, 35, 37, 40, 44, 50, 58, 70, 87, 110, 143, 190, 256]","[40, 57, 80, 113, 160, 226]"
hiking,p329,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p392,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p328,10,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p320,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p386,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p410,11,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p411,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p408,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p390,12,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p427,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p323,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p325,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p429,12,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p414,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p434,12,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p405,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p400,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p401,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p464,15,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p412,12,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p423,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p413,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p436,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p383,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p403,11,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p420,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p431,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p327,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p438,12,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p393,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p437,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p394,12,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p435,11,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p468,15,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p378,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p395,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p421,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p404,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p432,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p387,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p470,15,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p326,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p402,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p439,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p466,15,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p389,11,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p417,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p419,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p424,11,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p409,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p324,10,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p426,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p463,15,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p472,15,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p319,10,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p428,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p430,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p407,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p396,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p425,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p465,15,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p385,12,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p406,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p388,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p416,12,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p418,12,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p322,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p399,11,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p391,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p433,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p415,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p398,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p422,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p321,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
hiking,p397,11,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p363,8,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p213,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
zenotravel,p361,7,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
